warehouse_id,product_id,date,quantity,order_id,uom,price
2792550,22837053,2023-01-03,4200.0,29350349,bbl,118.42
2792550,22837053,2023-01-04,4200.0,17542300,bbl,118.42
2792550,22837053,2023-01-05,4200.0,76411902,bbl,118.42
2792550,22837053,2023-01-06,4200.0,52185802,bbl,118.42
